aa_ocompra;t_ocompra;n_ocompra;e_ocompra;fh_estado;o_ente;aa_ocompra_orig;t_ocompra_orig;n_ocompra_orig;c_procedimiento;c_numcred;c_juris;c_sjuris;c_entidad;c_inciso;c_pprincipal;c_pparcial;c_ubica_geo;i_total
2024;OCC;46090;C;2024-09-16 10:40:42;83261;2023;OCA;76135;220;59941;21;0;0;3;3;1;1;15164148,84
2024;OCC;48902;C;2024-10-02 12:41:30;311990;2021;OCA;65644;220;62862;75;0;510;3;3;1;1;68844,6
2024;OCC;48904;C;2024-10-02 12:41:32;311990;2021;OCA;65644;220;62427;60;0;602;3;3;1;1;33547,8
2024;OCC;41184;C;2024-08-12 14:44:16;26296;2024;OCC;34689;220;60005;21;0;0;3;3;1;1;274420
2024;OCC;37990;C;2024-07-24 11:52:38;83261;2023;OCA;76140;220;56474;29;0;0;3;3;1;4;6352392,32
2024;OCC;68505;C;2025-01-31 22:56:45;32118;2021;OCA;65638;220;67694;50;0;0;3;3;5;1;315828,81
2022;OCC;85528;C;2023-03-01 16:08:46;124204;2022;OCC;85505;220;65023;35;0;0;3;3;5;1;713915,18
2022;OCC;77187;C;2022-12-28 14:55:33;216656;2019;OCA;43555;220;4751;21;0;0;3;3;5;3;21176,38
2022;OCC;77225;C;2022-12-28 15:29:39;120202;2019;OCB;11597;220;4760;21;0;0;3;3;5;12;726268,32
2022;OCC;85411;C;2023-03-01 11:31:25;49584;2022;OCC;85408;220;65023;35;0;0;3;3;5;1;5831555,54
2023;OCC;32957;C;2023-04-18 16:30:54;124204;2022;OCC;85528;220;47218;35;0;0;3;3;5;1;4516520,28
2023;OCC;85901;C;2023-12-07 09:39:35;49584;2023;OCC;85323;220;47218;35;0;0;3;3;5;1;11290837,52
2023;OCC;69617;X;2023-09-20 16:10:35;184228;;;;220;60226;70;0;0;3;3;1;4;4696200
2023;OCC;70116;C;2023-09-22 11:22:11;311990;2021;OCA;65644;220;59958;26;26;0;3;3;1;1;802853,19
2023;OCC;75397;C;2023-10-18 15:02:53;32321;2021;OCA;65639;220;59926;50;0;0;3;3;1;1;20354825,39
2023;OCC;79248;C;2023-11-07 10:58:59;120202;2021;OCA;65641;220;62724;20;30;0;3;3;1;1;3317567,33
2023;OCC;79506;C;2023-11-08 11:06:49;26296;2021;OCA;65640;220;62724;20;30;0;3;3;1;1;638312,35
2023;OCC;68078;C;2023-09-14 16:27:07;311990;2021;OCA;65644;220;62725;35;0;0;3;3;1;1;1381333,77
2023;OCC;67531;C;2023-09-12 16:51:52;32321;2021;OCA;65639;220;62724;20;30;0;3;3;1;1;554480,89
2022;OCC;57467;C;2022-09-12 09:55:02;120202;2020;OCC;36838;220;61782;70;0;0;3;3;1;14;201652,38
2024;OCC;50519;C;2024-10-14 15:34:14;120202;2021;OCA;65641;220;59355;31;0;0;3;3;1;1;223842
2025;OCC;28456;C;2025-05-07 15:17:35;32879;2023;OCA;76137;220;49832;50;0;513;3;3;1;1;584125,74
2025;OCC;27622;C;2025-04-29 17:35:22;311990;2023;OCA;76135;220;41571;55;0;0;3;3;1;1;18912155,36
2025;OCC;22599;C;2025-03-26 16:44:02;311990;2021;OCA;65644;220;44796;60;0;0;3;3;1;1;33315548,97
2024;OCC;69070;C;2025-02-12 20:43:00;32879;2023;OCA;76141;220;61887;24;0;0;3;3;1;1;242352
2024;OCC;67504;C;2025-01-27 14:45:28;32879;2023;OCA;76141;220;59355;31;0;0;3;3;1;1;6340041,52
2024;OCC;67473;C;2025-01-24 16:18:22;32879;2023;OCA;76141;220;55491;20;28;0;3;3;1;4;429179,47
2024;OCC;66608;C;2025-01-17 13:02:05;32321;2021;OCA;65639;220;59353;45;0;0;3;3;1;1;22050
2024;OCC;65066;C;2025-01-13 10:57:23;83261;2023;OCA;76141;220;59941;21;0;0;3;3;1;1;12018356,02
2024;OCC;69151;C;2025-02-14 15:23:30;73551;2023;OCA;76138;220;61885;60;0;0;3;3;1;1;6803921
2024;OCC;65708;C;2025-01-14 16:17:35;32118;2023;OCA;76137;220;57114;29;0;0;3;3;1;1;1124562,61
2024;OCC;67505;C;2025-01-24 17:51:14;32879;2023;OCA;76134;220;61885;60;0;0;3;3;1;1;23112792,72
2024;OCC;67466;C;2025-01-24 16:08:33;32879;2023;OCA;76138;220;59351;40;0;0;3;3;1;1;1659855,08
2024;OCC;64465;C;2025-01-08 16:27:32;311990;2021;OCA;65644;220;60897;50;0;513;3;3;1;1;29289870,12
2024;OCC;66725;C;2025-01-17 16:20:29;311990;2021;OCA;65644;220;59941;21;0;0;3;3;1;1;10893080,92
2024;OCC;68485;C;2025-01-31 19:27:20;94546;2021;OCA;65642;220;62994;20;28;0;3;3;1;1;136268,12
2024;OCC;66874;C;2025-01-20 14:51:02;311990;2023;OCA;76141;220;60897;50;0;513;3;3;1;1;760918,13
2024;OCC;69050;C;2025-02-12 16:34:12;32118;2023;OCA;76141;220;59353;45;0;0;3;3;1;1;989386,81
2024;OCC;68502;C;2025-01-31 22:56:38;32118;2021;OCA;65638;220;64579;50;0;0;3;3;1;1;29140
2024;OCC;68503;C;2025-01-31 22:56:40;32118;2021;OCA;65638;220;59355;31;0;0;3;3;1;1;166166
2024;OCC;68508;C;2025-01-31 22:56:53;32118;2021;OCA;65638;220;59941;21;0;0;3;3;1;1;19296649,81
2021;OCC;39823;C;2021-07-20 15:05:31;83261;2019;OCC;29304;220;30461;20;21;0;3;3;1;7;1790000
2023;OCC;51135;C;2023-07-05 15:57:44;96905;2012;OCC;8006;220;46685;70;0;0;3;3;1;1;29158571,45
2023;OCC;54819;C;2023-07-19 13:15:34;32879;2021;OCC;32595;220;39219;70;71;0;3;3;1;4;1404696
2022;OCC;66486;X;2022-11-03 13:55:39;311990;;;;220;64747;20;22;510;3;3;1;4;1911763
2022;OCC;67422;C;2022-11-03 14:53:00;311990;2021;OCA;65644;220;64747;20;22;510;3;3;1;4;1911763
2023;OCC;46610;C;2023-06-15 15:09:27;94546;2021;OCA;65642;220;57310;26;0;0;3;3;1;1;350407,18
2023;OCC;55627;C;2023-07-21 13:13:54;32848;2021;OCC;32593;220;39211;70;71;0;3;3;1;10;2245633
2022;OCC;67568;C;2022-11-04 11:26:40;311990;2021;OCA;65644;220;64794;45;0;0;3;3;1;4;8386,96
2022;OCC;82385;C;2023-01-26 18:49:16;32879;2021;OCC;32595;220;47510;70;71;0;3;3;1;9;5761665,06
2022;OCC;72480;C;2022-12-02 15:37:59;26296;2021;OCA;65640;220;64794;45;0;0;3;3;1;4;188706,45
2022;OCC;72278;C;2022-12-01 17:02:53;94546;2021;OCA;65642;220;65024;40;0;0;3;3;1;4;159850
2022;OCC;82349;C;2023-01-26 15:04:03;26296;2021;OCA;65640;220;65024;40;0;0;3;3;1;4;84672
2022;OCC;76225;C;2023-01-24 12:45:03;32848;2021;OCC;32593;220;47509;70;71;0;3;3;1;15;1997782
2022;OCC;82989;C;2023-02-01 15:21:05;311990;2021;OCA;65644;220;64794;45;0;0;3;3;1;4;62902,22
2022;OCC;84446;C;2023-02-23 16:12:56;32118;2021;OCA;65638;220;27127;70;0;0;3;3;1;4;6835302,22
2022;OCC;84346;C;2023-02-22 12:04:46;32118;2021;OCA;65638;220;65024;40;0;0;3;3;1;4;1338800,6
2022;OCC;84333;C;2023-02-17 14:10:47;311990;2021;OCA;65644;220;63582;50;0;0;3;3;1;4;134191,2
2022;OCC;84337;C;2023-02-17 16:21:12;32321;2021;OCA;65639;220;65024;40;0;0;3;3;1;4;131418
2023;OCC;38234;C;2023-05-10 16:21:51;26296;2021;OCA;65640;220;10522;40;0;0;3;3;1;4;56877,42
2023;OCC;33135;C;2023-04-19 12:49:28;32321;2021;OCA;65639;220;52560;45;0;0;3;3;1;1;4552409,17
2023;OCC;43636;C;2023-06-01 15:24:34;96905;2011;OCC;10342;220;46685;70;0;0;3;3;1;1;9541492,69
2023;OCC;40930;C;2023-05-19 14:24:41;120202;2021;OCA;65641;220;10522;40;0;0;3;3;1;4;752732,15
2023;OCC;45687;C;2023-06-12 14:29:56;94546;2021;OCA;65642;220;5833;26;0;0;3;3;1;4;324526,15
2023;OCC;45718;C;2023-06-12 14:58:41;32321;2021;OCA;65639;220;5833;26;0;0;3;3;1;4;7154230,78
2023;OCC;44901;C;2023-06-07 16:54:41;96905;2011;OCC;10342;220;46685;70;0;0;3;3;1;1;10318051,05
2023;OCC;93055;C;2024-03-20 14:32:45;83261;2021;OCA;65643;220;59921;40;0;0;3;3;1;1;1338731,58
2023;OCC;93051;C;2024-03-20 12:49:20;26205;2022;OCA;78330;220;66850;70;0;0;3;3;1;1;350042
2023;OCC;93043;C;2024-03-20 11:38:46;32321;2021;OCA;65639;220;59926;50;0;0;3;3;1;1;1792813,65
2023;OCC;92920;C;2024-03-08 13:55:33;32118;2021;OCA;65638;220;62724;20;30;0;3;3;1;1;1426663,92
2023;OCC;92809;C;2024-03-04 14:55:43;120202;2021;OCA;65641;220;66850;70;0;0;3;3;1;1;105729302
2023;OCC;92826;C;2024-03-04 16:41:52;311990;2021;OCA;65644;220;59926;50;0;0;3;3;1;1;80316,6
2024;OCC;54832;C;2024-11-07 16:07:31;32321;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;8023356,75
2025;OCC;30319;C;2025-05-16 16:04:23;311990;2023;OCA;76140;220;41571;55;0;0;3;3;1;1;38354680,54
2025;OCC;32218;C;2025-05-27 20:31:00;311990;2023;OCA;76139;220;40304;21;0;0;3;3;1;1;2964176,09
2025;OCC;35602;C;2025-06-18 16:39:04;32879;2023;OCA;76138;220;40410;21;0;270;3;3;1;1;68718,87
2025;OCC;35616;C;2025-06-18 16:49:15;32879;2023;OCA;76139;220;39999;9;0;0;3;3;1;1;657549,94
2025;OCC;36145;C;2025-06-23 16:50:23;32321;2021;OCA;65639;220;50459;29;0;0;3;3;1;1;32985003,13
2025;OCC;30794;C;2025-05-20 16:21:49;311990;2021;OCA;65644;220;50459;29;0;0;3;3;1;1;33155357,87
2023;OCC;84833;C;2023-12-05 11:57:24;311990;2021;OCA;65644;220;59958;26;26;0;3;3;1;1;1754550
2023;OCC;86151;C;2023-12-07 16:26:46;120202;2021;OCA;65641;220;66850;70;0;0;3;3;1;1;50150417,88
2024;OCC;63198;C;2024-12-26 14:51:00;120202;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;18258629,01
2024;OCC;59629;C;2024-12-09 11:04:05;32321;2023;OCA;76141;220;59349;21;0;0;3;3;1;1;1213677,86
2024;OCC;62110;C;2024-12-19 11:08:11;275932;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;1433487,17
2024;OCC;52816;C;2024-10-24 15:11:45;26296;2023;OCA;76141;220;62994;20;28;0;3;3;1;1;583095
2024;OCC;64441;C;2025-01-08 15:17:09;311990;2021;OCA;65644;220;63863;35;0;0;3;3;1;1;163153
2024;OCC;64321;C;2025-01-07 16:12:38;32321;2021;OCA;65639;220;57126;50;0;0;3;3;1;1;107352,96
2024;OCC;51829;C;2024-10-21 12:23:44;83261;2021;OCA;65643;220;57114;29;0;0;3;3;1;1;2197678,55
2024;OCC;61840;C;2024-12-18 12:19:47;32118;2021;OCA;65638;220;54481;20;21;0;3;3;1;1;94012
2024;OCC;51706;C;2024-10-18 16:20:01;311990;2021;OCA;65644;220;60897;50;0;513;3;3;1;1;19111025,62
2024;OCC;53062;C;2024-10-25 13:11:23;94546;2023;OCA;76141;220;57114;29;0;0;3;3;1;1;2239510,04
2024;OCC;50530;C;2024-10-14 15:34:18;120202;2021;OCA;65641;220;59347;20;0;0;3;3;1;1;35740,71
2024;OCC;55089;C;2024-11-08 16:08:17;32879;2023;OCA;76141;220;59357;50;0;0;3;3;1;1;11705602,65
2024;OCC;55890;C;2024-11-15 11:56:19;73551;2023;OCA;76141;220;50318;55;0;0;3;3;1;1;2905732,52
2024;OCC;55900;C;2024-11-15 12:03:36;73551;2023;OCA;76141;220;60104;75;0;0;3;3;1;1;913470,42
2024;OCC;53016;C;2024-10-25 12:12:06;94546;2023;OCA;76141;220;60102;20;21;0;3;3;1;1;221853,08
2024;OCC;57581;C;2024-11-28 13:11:52;26296;2021;OCA;65640;220;60005;21;0;0;3;3;1;1;339648,46
2024;OCC;54927;C;2024-11-08 12:14:38;32118;2021;OCA;65638;220;59357;50;0;0;3;3;1;1;10243,57
2024;OCC;30776;C;2024-06-05 10:29:26;311990;2023;OCA;76141;220;50319;60;0;0;3;3;1;1;732766,85
2024;OCC;46737;C;2024-09-18 14:59:24;94546;2021;OCA;65642;220;59351;40;0;0;3;3;1;1;857811,53
2024;OCC;46740;C;2024-09-18 14:59:26;94546;2021;OCA;65642;220;54101;40;0;0;3;3;1;1;221415,48
2024;OCC;45249;C;2024-09-06 14:33:44;32879;2023;OCA;76141;220;59349;21;0;0;3;3;1;1;4060304,82
2024;OCC;42225;C;2024-08-16 11:49:44;120202;2023;OCA;76140;220;60104;75;0;0;3;3;1;1;67095,6
2024;OCC;46091;C;2024-09-16 10:40:42;83261;2023;OCA;76135;220;59351;40;0;0;3;3;1;1;102171,54
2024;OCC;46094;C;2024-09-16 10:40:04;83261;2023;OCA;76134;220;57114;29;0;0;3;3;1;1;229993,85
2022;OCC;78263;C;2022-12-30 15:58:58;216656;2019;OCA;43555;220;4753;21;0;0;3;3;5;5;859037,32
2022;OCC;84365;C;2023-02-23 11:25:47;32321;2021;OCA;65639;220;59377;50;0;0;3;3;5;4;1739695,54
2024;OCC;51708;C;2024-10-18 16:20:10;311990;2021;OCA;65644;220;16960;50;0;0;3;3;5;1;8386,95
2021;OCC;72984;C;2022-01-04 12:15:17;216656;2019;OCA;43555;220;3714;21;0;0;3;3;5;3;2401169,06
2021;OCC;72984;C;2022-01-04 12:15:17;216656;2019;OCA;43555;220;3715;21;0;0;3;3;5;4;165340,33
2022;OCC;59681;C;2022-09-21 14:23:34;216656;2019;OCA;43555;220;4752;21;0;0;3;3;5;4;1279848,28
2022;OCC;59681;C;2022-09-21 14:23:34;216656;2019;OCA;43555;220;4749;21;0;0;3;3;5;1;247625,98
2022;OCC;77248;C;2022-12-28 15:39:00;120202;2021;OCC;73255;220;4759;21;0;0;3;3;5;11;3273615,99
2024;OCC;2394;C;2024-01-23 12:33:31;256481;2019;OCC;29696;220;40553;35;0;0;3;2;1;1;1200000
2023;OCC;66327;C;2023-09-06 15:51:09;83261;2021;OCA;65643;220;59921;40;0;0;3;3;1;1;752539
2023;OCC;75797;C;2023-10-19 15:36:10;83261;2021;OCA;65643;220;59928;50;0;513;3;3;1;1;1173711,76
2023;OCC;75829;C;2023-10-19 16:05:39;83261;2021;OCA;65643;220;59958;26;26;0;3;3;1;1;916007,88
2023;OCC;71958;C;2023-09-28 15:29:34;26296;2021;OCA;65640;220;59921;40;0;0;3;3;1;1;121381,64
2023;OCC;67413;C;2023-09-12 14:53:08;32321;2021;OCA;65639;220;59913;20;30;0;3;3;1;4;181896,94
2023;OCC;63840;C;2023-08-28 13:04:49;311990;2021;OCA;65644;220;59934;70;0;0;3;3;1;1;182760,99
2023;OCC;68059;C;2023-09-14 15:53:39;311990;2021;OCA;65644;220;59958;26;26;0;3;3;1;1;883479,39
2023;OCC;68074;C;2023-09-14 16:27:06;311990;2021;OCA;65644;220;59921;40;0;0;3;3;1;1;1229310,33
2023;OCC;68082;C;2023-09-14 16:29:52;311990;2021;OCA;65644;220;59928;50;0;513;3;3;1;1;308940
2023;OCC;67472;C;2023-09-12 15:42:47;32321;2021;OCA;65639;220;62375;70;71;0;3;3;1;1;299477812,6
2024;OCC;54389;C;2024-11-05 15:31:43;26205;2023;OCA;76134;220;61885;60;0;0;3;3;1;1;345327
2024;OCC;54835;C;2024-11-07 16:10:19;32321;2023;OCA;76141;220;59941;21;0;0;3;3;1;1;61489185,94
2023;OCC;82383;C;2023-11-24 16:24:58;96905;2011;OCC;10342;220;46685;70;0;0;3;3;1;1;15225778,42
2023;OCC;92810;C;2024-03-04 15:08:09;120202;2021;OCA;65641;220;59921;40;0;0;3;3;1;1;12244058,42
2023;OCC;66028;C;2023-09-05 16:48:29;120202;2021;OCA;65641;220;58493;70;0;0;3;3;1;1;13440786,92
2023;OCC;69538;C;2023-09-20 14:50:43;32118;2021;OCA;65638;220;59930;55;0;0;3;3;1;1;309480
2023;OCC;69530;C;2023-09-20 14:44:43;32118;2021;OCA;65638;220;59958;26;26;0;3;3;1;1;126213,33
2023;OCC;75349;C;2023-10-18 14:19:33;120202;2021;OCA;65641;220;59934;70;0;0;3;3;1;1;14565695
2023;OCC;74952;C;2023-10-12 15:47:21;32321;2021;OCA;65639;220;59926;50;0;0;3;3;1;1;10611462,13
2023;OCC;67960;C;2023-09-14 12:12:46;83261;2021;OCA;65643;220;59921;40;0;0;3;3;1;1;4610749,17
2025;OCC;27815;C;2025-04-30 15:55:34;275932;2023;OCA;76140;220;49802;20;28;0;3;3;1;1;282539,36
2024;OCC;50516;C;2024-10-14 15:34:13;120202;2021;OCA;65641;220;57126;50;0;0;3;3;1;1;31005
2025;OCC;29482;C;2025-05-13 11:11:29;32118;2023;OCA;76137;220;39993;50;0;0;3;3;1;1;18755
2025;OCC;22579;C;2025-03-26 15:55:27;32118;2021;OCA;65638;220;44816;45;0;0;3;3;1;1;558287,92
2024;OCC;69059;C;2025-02-12 20:17:55;32879;2023;OCA;76141;220;54481;20;21;0;3;3;1;1;1452482,72
2024;OCC;69069;C;2025-02-12 20:37:00;32879;2023;OCA;76141;220;55491;20;28;0;3;3;1;4;19535262,17
2024;OCC;69071;C;2025-02-12 20:44:19;32879;2023;OCA;76141;220;64641;50;0;0;3;3;1;1;2357170,2
2024;OCC;69073;C;2025-02-12 20:46:47;32879;2023;OCA;76141;220;59357;50;0;0;3;3;1;1;2375959,65
2024;OCC;69090;C;2025-02-13 12:31:53;26205;2023;OCA;76134;220;65150;50;0;0;3;3;1;1;68946,67
2024;OCC;68904;C;2025-02-10 10:18:57;311990;2021;OCA;65644;220;50322;24;0;261;3;3;1;1;284633,98
2024;OCC;68914;C;2025-02-10 10:51:39;275932;2021;OCA;65645;220;59355;31;0;0;3;3;1;1;700032,22
2024;OCC;68495;C;2025-01-31 21:43:10;26296;2021;OCA;65640;220;62994;20;28;0;3;3;1;1;2844549
2024;OCC;68496;C;2025-01-31 21:43:12;26296;2021;OCA;65640;220;59357;50;0;0;3;3;1;1;4825372,92
2024;OCC;69042;C;2025-02-12 16:14:53;32321;2021;OCA;65639;220;67646;35;0;0;3;3;1;1;1359051,3
2024;OCC;69150;C;2025-02-14 15:21:25;73551;2023;OCA;76134;220;50318;55;0;0;3;3;1;1;3129824,64
2024;OCC;67234;C;2025-01-22 15:31:21;26296;2023;OCA;76141;220;54481;20;21;0;3;3;1;1;1708618,49
2024;OCC;67353;C;2025-01-24 10:43:37;73551;2023;OCA;76141;220;60104;75;0;0;3;3;1;1;1372484,41
2024;OCC;68856;C;2025-02-07 14:51:38;83261;2021;OCA;65643;220;62994;20;28;0;3;3;1;1;230261,42
2024;OCC;68052;C;2025-01-29 15:54:58;120202;2021;OCA;65641;220;67950;75;0;0;3;3;1;1;56773747,87
2024;OCC;67456;C;2025-01-24 15:53:11;32879;2023;OCA;76134;220;55654;50;0;0;3;3;1;1;1939007,07
2024;OCC;68980;C;2025-02-10 20:03:50;32321;2021;OCA;65639;220;56474;29;0;0;3;3;1;4;15428382,26
2024;OCC;68981;C;2025-02-10 20:03:55;311990;2021;OCA;65644;220;56474;29;0;0;3;3;1;4;20314890,64
2024;OCC;69158;C;2025-02-14 15:37:02;73551;2023;OCA;76134;220;50317;50;0;0;3;3;1;1;406633,29
2024;OCC;69082;C;2025-02-13 11:19:53;32879;2023;OCA;76141;220;55654;50;0;0;3;3;1;1;195364,24
2024;OCC;68091;C;2025-01-29 16:38:03;32321;2021;OCA;65639;220;59349;21;0;0;3;3;1;1;102754074,2
2024;OCC;68478;C;2025-01-31 19:26:59;94546;2021;OCA;65642;220;59347;20;0;0;3;3;1;1;81609,42
2024;OCC;68479;C;2025-01-31 19:27:02;94546;2021;OCA;65642;220;54481;20;21;0;3;3;1;1;728566,37
2024;OCC;68484;C;2025-01-31 19:27:17;94546;2021;OCA;65642;220;57126;50;0;0;3;3;1;1;95052,1
2024;OCC;69047;C;2025-02-12 16:34:09;32118;2023;OCA;76141;220;50318;55;0;0;3;3;1;1;816115,08
2024;OCC;68501;C;2025-01-31 22:56:34;32118;2021;OCA;65638;220;59353;45;0;0;3;3;1;1;57177,38
2024;OCC;67297;C;2025-01-23 14:18:44;73551;2023;OCA;76141;220;59349;21;0;0;3;3;1;1;1288073,52
2024;OCC;68506;C;2025-01-31 22:56:48;32118;2021;OCA;65638;220;57114;29;0;0;3;3;1;1;477715,21
2022;OCC;67527;C;2022-11-03 17:11:24;311990;2021;OCA;65644;220;35715;50;0;513;3;3;1;1;1563093,1
2023;OCC;47350;C;2023-06-21 14:17:34;32118;2021;OCA;65638;220;5833;26;0;0;3;3;1;4;316417,43
2022;OCC;57197;C;2022-09-08 19:01:58;83261;2021;OCC;32596;220;47516;70;71;0;3;3;1;7;1703386,64
2022;OCC;72518;C;2022-12-02 16:48:56;94546;2021;OCA;65642;220;63582;50;0;0;3;3;1;4;184512,9
2022;OCC;71972;C;2022-11-30 14:01:25;311990;2022;OCC;66964;220;65024;40;0;0;3;3;1;4;34419
2022;OCC;82351;C;2023-01-26 15:04:04;26296;2021;OCA;65640;220;64794;45;0;0;3;3;1;4;50321,7
2022;OCC;70439;C;2022-11-22 16:06:56;83261;2021;OCA;65643;220;64794;45;0;0;3;3;1;4;67095,68
2022;OCC;84360;C;2023-02-22 18:38:39;311990;2022;OCC;66964;220;64794;45;0;0;3;3;1;4;14513802,25
2022;OCC;84501;C;2023-02-23 18:27:27;32321;2022;OCC;84367;220;4096;21;0;0;3;3;1;4;62900520,53
2022;OCC;84473;C;2023-02-23 16:45:37;311990;2021;OCA;65644;220;4096;21;0;0;3;3;1;4;2015602,03
2022;OCC;84143;C;2023-02-15 10:48:04;311990;2021;OCA;65644;220;66653;50;0;513;3;3;1;4;1562516,73
2022;OCC;84535;C;2023-02-24 10:58:50;94546;2021;OCA;65642;220;4096;21;0;0;3;3;1;4;1187511,7
2023;OCC;38138;C;2023-05-10 14:11:03;32321;2021;OCA;65639;220;10522;40;0;0;3;3;1;4;2926740,94
2023;OCC;92774;C;2024-03-01 09:14:41;32321;2021;OCA;65639;220;59958;26;26;0;3;3;1;1;26495534,71
2023;OCC;92794;C;2024-03-04 14:06:41;120202;2021;OCA;65641;220;59958;26;26;0;3;3;1;1;72512091,61
2023;OCC;33470;C;2023-04-20 11:18:00;311990;2021;OCA;65644;220;52746;45;0;0;3;3;1;4;16436963,57
2023;OCC;45705;C;2023-06-12 14:48:59;120202;2021;OCA;65641;220;5833;26;0;0;3;3;1;4;6646989,6
2023;OCC;93053;C;2024-03-20 14:18:26;26205;2022;OCA;78330;220;66850;70;0;0;3;3;1;1;75304
2023;OCC;93024;C;2024-03-19 14:37:48;32879;2023;OCA;28334;220;66850;70;0;0;3;3;1;1;2136790,3
2023;OCC;93056;C;2024-03-20 14:34:30;83261;2021;OCA;65643;220;59958;26;26;0;3;3;1;1;4337006,56
2023;OCC;92919;C;2024-03-08 13:55:33;32118;2021;OCA;65638;220;59958;26;26;0;3;3;1;1;13005101,66
2023;OCC;92891;C;2024-03-07 10:49:03;94546;2021;OCA;65642;220;62724;20;30;0;3;3;1;1;1749028,77
2023;OCC;93008;C;2024-03-18 11:34:04;32879;2023;OCA;28334;220;59926;50;0;0;3;3;1;1;2993844,41
2023;OCC;92806;C;2024-03-04 14:51:33;120202;2021;OCA;65641;220;66850;70;0;0;3;3;1;1;15217998,74
2023;OCC;93065;C;2024-03-20 15:17:37;32321;2021;OCA;65639;220;62724;20;30;0;3;3;1;1;384080
2023;OCC;92818;C;2024-03-04 15:57:25;311990;2021;OCA;65644;220;59958;26;26;0;3;3;1;1;1909166,32
2025;OCC;32378;C;2025-05-28 16:38:59;32321;2023;OCA;76134;220;39993;50;0;0;3;3;1;1;156049,51
2025;OCC;32219;C;2025-05-27 20:31:00;311990;2023;OCA;76139;220;44797;24;0;0;3;3;1;1;597912,59
2025;OCC;35618;C;2025-06-18 16:52:20;32879;2023;OCA;76137;220;39993;50;0;0;3;3;1;1;642204,44
2025;OCC;30256;C;2025-05-16 14:52:21;73551;2023;OCA;76135;220;39993;50;0;0;3;3;1;1;307298,54
2024;OCC;59636;C;2024-12-09 11:10:16;32321;2023;OCA;76141;220;59941;21;0;0;3;3;1;1;713929,17
2024;OCC;49070;C;2024-10-03 14:44:08;32321;2021;OCA;65639;220;59941;21;0;0;3;3;1;1;71018896,16
2024;OCC;52815;C;2024-10-24 15:03:48;311990;2021;OCA;65644;220;57114;29;0;0;3;3;1;1;1086471,28
2024;OCC;51842;C;2024-10-21 12:23:50;83261;2021;OCA;65643;220;59347;20;0;0;3;3;1;1;264742,94
2024;OCC;52844;C;2024-10-24 15:23:33;311990;2023;OCA;76141;220;63863;35;0;0;3;3;1;1;153332,95
2024;OCC;53034;C;2024-10-25 12:40:13;275932;2021;OCA;65645;220;61885;60;0;0;3;3;1;1;94068,29
2024;OCC;53039;C;2024-10-25 12:49:35;94546;2023;OCA;76141;220;59941;21;0;0;3;3;1;1;833376,91
2024;OCC;53080;C;2024-10-25 13:36:56;94546;2023;OCA;76141;220;59347;20;0;0;3;3;1;1;9722,55
2024;OCC;55894;C;2024-11-15 11:58:46;73551;2023;OCA;76141;220;59357;50;0;0;3;3;1;1;14149656,35
2024;OCC;57580;C;2024-11-28 13:11:50;26296;2021;OCA;65640;220;54481;20;21;0;3;3;1;1;708923,9
