t_ocompra;aa_ocompra;n_ocompra;aa_precepcion;t_precepcion;n_precepcion;o_ente;c_unid_ejec;fh_autorizacion;fh_alta;aa_ocompra_orig;t_ocompra_orig;n_ocompra_orig;e_formulario
OCC;2023;70095;2023;PRD;347470;311990;;2023-09-22 00:00:00;2023-09-22 10:51:25;2021;OCA;65644;A
OCC;2023;67529;2023;PRD;332957;26296;;2023-09-13 00:00:00;2023-09-12 16:50:34;2021;OCA;65640;A
OCC;2023;67489;2023;PRD;332588;32321;;2023-09-12 00:00:00;2023-09-12 15:59:44;2021;OCA;65639;A
OCC;2023;72033;2023;PRD;353585;83261;;2023-09-28 00:00:00;2023-09-28 16:37:34;2021;OCA;65643;A
OCC;2023;79506;2023;PRD;420440;26296;;2023-11-08 00:00:00;2023-11-08 11:24:57;2021;OCA;65640;A
OCC;2022;57467;2022;PRD;289635;120202;;2023-02-07 00:00:00;2022-09-12 09:56:33;2020;OCC;36838;A
OCC;2023;69538;2023;PRD;344711;32118;;2023-09-20 00:00:00;2023-09-20 14:54:20;2021;OCA;65638;A
OCC;2025;27774;2025;PRD;117512;32321;;2025-04-30 00:00:00;2025-04-30 15:18:42;2023;OCA;76138;A
OCC;2024;69087;2024;PRD;469112;26205;;2025-02-13 00:00:00;2025-02-13 16:11:38;2023;OCA;76134;A
OCC;2024;68903;2024;PRD;468829;311990;;2025-02-10 00:00:00;2025-02-10 13:24:28;2021;OCA;65644;A
OCC;2024;68913;2024;PRD;468837;275932;;2025-02-10 00:00:00;2025-02-10 13:49:24;2021;OCA;65645;A
OCC;2024;68914;2024;PRD;468854;275932;;2025-02-10 00:00:00;2025-02-10 14:49:32;2021;OCA;65645;A
OCC;2024;68495;2024;PRD;468023;26296;;2025-01-31 00:00:00;2025-01-31 21:55:17;2021;OCA;65640;A
OCC;2024;66603;2024;PRD;464267;32321;;2025-01-17 00:00:00;2025-01-17 16:17:22;2021;OCA;65639;A
OCC;2024;65063;2024;PRD;460848;83261;;2025-01-13 00:00:00;2025-01-13 11:05:36;2023;OCA;76141;A
OCC;2024;68062;2024;PRD;467194;120202;;2025-01-29 00:00:00;2025-01-29 16:26:15;2021;OCA;65641;A
OCC;2024;67595;2024;PRD;466411;32321;;2025-01-27 00:00:00;2025-01-27 15:49:22;2021;OCA;65639;A
OCC;2024;67598;2024;PRD;466395;32321;;2025-01-27 00:00:00;2025-01-27 15:28:27;2021;OCA;65639;A
OCC;2024;67456;2024;PRD;466079;32879;;2025-01-24 00:00:00;2025-01-24 15:56:11;2023;OCA;76134;A
OCC;2024;67499;2024;PRD;466127;32879;;2025-01-24 00:00:00;2025-01-24 17:28:15;2023;OCA;76135;A
OCC;2024;68978;2024;PRD;468889;120202;;2025-02-10 00:00:00;2025-02-10 20:10:02;2021;OCA;65641;A
OCC;2024;68979;2024;PRD;468890;94546;;2025-02-10 00:00:00;2025-02-10 20:12:07;2021;OCA;65642;A
OCC;2024;68981;2024;PRD;468888;311990;;2025-02-10 00:00:00;2025-02-10 20:08:26;2021;OCA;65644;A
OCC;2024;64865;2024;PRD;460499;311990;;2025-01-10 00:00:00;2025-01-10 15:37:16;2021;OCA;65644;A
OCC;2024;64867;2024;PRD;460476;120202;;2025-01-10 00:00:00;2025-01-10 15:28:21;2021;OCA;65641;A
OCC;2024;68480;2024;PRD;468005;94546;;2025-01-31 00:00:00;2025-01-31 19:52:14;2021;OCA;65642;A
OCC;2024;68507;2024;PRD;468140;32118;;2025-02-03 00:00:00;2025-02-03 11:08:26;2021;OCA;65638;A
OCC;2024;66593;2024;PRD;464018;26296;;2025-01-17 00:00:00;2025-01-17 12:44:30;2023;OCA;76134;A
OCC;2021;39823;2021;PRD;211186;83261;;2021-07-20 00:00:00;2021-07-20 15:06:34;2019;OCC;29304;A
OCC;2022;67577;2022;PRD;366273;311990;;2022-11-07 00:00:00;2022-11-04 11:50:19;2021;OCA;65644;A
OCC;2023;60163;2023;PRD;272660;96905;;2023-08-08 00:00:00;2023-08-08 14:49:53;2011;OCC;10342;A
OCC;2023;54823;2023;PRD;254046;32879;;2023-07-26 00:00:00;2023-07-26 15:10:56;2021;OCC;32595;A
OCC;2023;46488;2023;PRD;191893;311990;;2023-06-15 00:00:00;2023-06-15 12:54:06;2021;OCA;65644;A
OCC;2023;47350;2023;PRD;194871;32118;;2023-06-21 00:00:00;2023-06-21 14:19:33;2021;OCA;65638;A
OCC;2021;75741;2021;PRD;416187;32321;;2022-01-28 00:00:00;2022-01-28 15:44:08;2019;OCB;5978;A
OCC;2022;67527;2022;PRD;365293;311990;;2022-11-03 00:00:00;2022-11-03 17:15:41;2021;OCA;65644;J
OCC;2022;82138;2022;PRD;448115;32321;;2023-01-25 00:00:00;2023-01-24 17:25:44;2021;OCA;65639;A
OCC;2022;82074;2022;PRD;448030;32879;;2023-01-24 00:00:00;2023-01-24 14:01:02;2021;OCC;32595;A
OCC;2022;76311;2022;PRD;448017;32879;;2023-01-24 00:00:00;2023-01-24 13:20:58;2021;OCC;32595;A
OCC;2022;76150;2022;PRD;447982;32885;;2023-01-24 00:00:00;2023-01-24 12:38:36;2021;OCC;32594;A
OCC;2022;77703;2022;PRD;435099;83261;;2022-12-29 00:00:00;2022-12-29 14:53:01;2021;OCA;65643;A
OCC;2022;84367;2022;PRD;452171;32321;;2023-02-23 00:00:00;2023-02-23 12:45:26;2021;OCA;65639;A
OCC;2022;84112;2022;PRD;451823;120202;;2023-02-14 00:00:00;2023-02-14 16:55:29;2021;OCA;65641;A
OCC;2022;84535;2022;PRD;452365;94546;;2023-02-24 00:00:00;2023-02-24 11:02:02;2021;OCA;65642;A
OCC;2022;84344;2022;PRD;452135;32321;;2023-02-17 00:00:00;2023-02-17 17:29:01;2021;OCA;65639;A
OCC;2022;84113;2022;PRD;451824;120202;;2023-02-14 00:00:00;2023-02-14 16:55:32;2021;OCA;65641;A
OCC;2022;83717;2022;PRD;451285;32321;;2023-02-14 00:00:00;2023-02-10 16:35:43;2021;OCA;65639;A
OCC;2023;34510;2023;PRD;124897;32118;;2023-04-25 00:00:00;2023-04-25 10:41:45;2021;OCA;65638;A
OCC;2023;33463;2023;PRD;119372;311990;;2023-04-20 00:00:00;2023-04-20 11:13:00;2021;OCA;65644;A
OCC;2025;36148;2025;PRD;183221;311990;;2025-06-23 00:00:00;2025-06-23 16:56:01;2021;OCA;65644;A
OCC;2023;93034;2023;PRD;501084;73551;;2024-03-20 00:00:00;2024-03-20 10:24:27;2022;OCA;78336;A
OCC;2023;93035;2023;PRD;501081;73551;;2024-03-20 00:00:00;2024-03-20 10:17:18;2022;OCA;78336;A
OCC;2023;92775;2023;PRD;500622;32321;;2024-03-04 00:00:00;2024-03-01 09:36:03;2021;OCA;65639;A
OCC;2023;93045;2023;PRD;501103;26296;;2024-03-20 00:00:00;2024-03-20 12:06:02;2021;OCA;65640;A
OCC;2025;32378;2025;PRD;152168;32321;;2025-05-28 00:00:00;2025-05-28 16:41:30;2023;OCA;76134;A
OCC;2025;34038;2025;PRD;171922;73551;;;2025-06-10 12:08:44;2022;OCA;78336;X
OCC;2025;32218;2025;PRD;150550;311990;;2025-05-27 00:00:00;2025-05-27 20:45:33;2023;OCA;76139;A
OCC;2025;32219;2025;PRD;150548;311990;;2025-05-27 00:00:00;2025-05-27 20:42:52;2023;OCA;76139;A
OCC;2025;35603;2025;PRD;180834;32879;;2025-06-18 00:00:00;2025-06-18 17:06:35;2023;OCA;76137;A
OCC;2025;35608;2025;PRD;180835;32879;;2025-06-19 00:00:00;2025-06-18 17:08:30;2023;OCA;76140;A
OCC;2025;35609;2025;PRD;180837;32879;;2025-06-18 00:00:00;2025-06-18 17:09:44;2023;OCA;76137;A
OCC;2024;59638;2024;PRD;436667;32321;;2024-12-09 00:00:00;2024-12-09 11:30:09;2023;OCA;76141;A
OCC;2023;80790;2023;PRD;438390;32848;;;2023-11-16 12:35:35;2021;OCC;32593;X
OCC;2024;61627;2024;PRD;448132;94546;;2024-12-17 00:00:00;2024-12-17 15:22:53;2021;OCA;65642;A
OCC;2024;49075;2024;PRD;360135;32321;;2024-10-03 00:00:00;2024-10-03 15:06:19;2021;OCA;65639;A
OCC;2024;53080;2024;PRD;385850;94546;;2024-10-25 00:00:00;2024-10-25 13:38:57;2023;OCA;76141;A
OCC;2024;49220;2024;PRD;362793;311990;;2024-10-04 00:00:00;2024-10-04 15:08:40;2021;OCA;65644;A
OCC;2024;52821;2024;PRD;384930;311990;;2024-10-24 00:00:00;2024-10-24 15:09:34;2021;OCA;65644;A
OCC;2024;52844;2024;PRD;384970;311990;;2024-10-24 00:00:00;2024-10-24 15:25:13;2023;OCA;76141;A
OCC;2024;64237;2024;PRD;458339;275932;;2025-01-07 00:00:00;2025-01-07 11:31:41;2021;OCA;65645;A
OCC;2024;50520;2024;PRD;374727;120202;;2024-10-14 00:00:00;2024-10-14 16:03:22;2021;OCA;65641;A
OCC;2024;53016;2024;PRD;385659;94546;;2024-10-25 00:00:00;2024-10-25 12:15:37;2023;OCA;76141;A
OCC;2024;54459;2024;PRD;392849;120202;;2024-11-06 00:00:00;2024-11-06 12:07:22;2021;OCA;65641;A
OCC;2024;54462;2024;PRD;392873;120202;;2024-11-06 00:00:00;2024-11-06 12:14:00;2021;OCA;65641;A
OCC;2024;54927;2024;PRD;396739;32118;;2024-11-08 00:00:00;2024-11-08 13:05:21;2021;OCA;65638;A
OCC;2024;55096;2024;PRD;397383;32879;;2024-11-08 00:00:00;2024-11-08 16:34:40;2023;OCA;76141;A
OCC;2024;34689;2024;PRD;246753;26296;;2024-07-05 00:00:00;2024-07-05 16:29:33;2023;OCA;76139;A
OCC;2024;46740;2024;PRD;329666;94546;;2024-09-18 00:00:00;2024-09-18 15:16:45;2021;OCA;65642;A
OCC;2024;35438;2024;PRD;255564;32118;;2024-07-11 00:00:00;2024-07-11 15:27:11;2023;OCA;76139;A
OCC;2024;41537;2024;PRD;292930;32321;;2024-08-13 00:00:00;2024-08-13 15:28:15;2024;OCC;41524;A
OCC;2024;48897;2024;PRD;356749;311990;;2024-10-02 00:00:00;2024-10-02 12:41:13;2021;OCA;65644;A
OCC;2022;82353;2022;PRD;448708;120202;;2023-01-26 00:00:00;2023-01-26 15:11:34;2019;OCB;11597;A
OCC;2022;84298;2022;PRD;452050;49584;;2023-02-16 00:00:00;2023-02-16 11:40:03;2022;OCC;69254;A
OCC;2022;85516;2022;PRD;453470;83261;;;2023-03-01 15:58:34;2022;OCC;85501;X
OCC;2022;85528;2022;PRD;453482;124204;;2023-03-01 00:00:00;2023-03-01 16:09:34;2022;OCC;85505;A
OCC;2022;84342;2022;PRD;452133;32321;;2023-02-17 00:00:00;2023-02-17 17:10:34;2021;OCA;65639;A
OCC;2022;84546;2022;PRD;452373;124204;;2023-02-24 00:00:00;2023-02-24 11:43:48;2022;OCC;84539;A
OCC;2024;45180;2024;PRD;312140;32118;;2024-09-06 00:00:00;2024-09-06 11:38:27;2023;OCA;76141;A
OCC;2024;45183;2024;PRD;312155;32118;;2024-09-06 00:00:00;2024-09-06 11:40:28;2023;OCA;76141;A
OCC;2024;41185;2024;PRD;290751;26296;;2024-08-12 00:00:00;2024-08-12 15:15:22;2024;OCC;34689;A
OCC;2024;41007;2024;PRD;289504;311990;;2024-08-09 00:00:00;2024-08-09 17:03:03;2023;OCA;76139;A
OCC;2024;37990;2024;PRD;267617;83261;;2024-07-24 00:00:00;2024-07-24 11:54:22;2023;OCA;76140;A
OCC;2023;76515;2023;PRD;387857;49584;;2023-10-23 00:00:00;2023-10-23 16:13:24;2023;OCC;66762;A
OCC;2023;75966;2023;PRD;384727;124204;;2023-10-20 00:00:00;2023-10-20 12:05:17;2023;OCC;74293;A
OCC;2022;34314;2022;PRD;144829;216656;;2022-05-16 00:00:00;2022-05-16 09:54:34;2019;OCA;43555;A
OCC;2022;36734;2022;PRD;154726;216656;;2022-05-26 00:00:00;2022-05-26 13:45:37;2019;OCA;43555;A
OCC;2022;78684;2022;PRD;438892;120202;;2023-01-04 00:00:00;2023-01-04 10:29:11;2019;OCB;11597;A
OCC;2022;85406;2022;PRD;453337;49584;;2023-03-01 00:00:00;2023-03-01 11:16:33;2022;OCC;84311;A
OCC;2022;84094;2022;PRD;451806;120202;;2023-02-14 00:00:00;2023-02-14 16:27:34;2021;OCA;65641;A
OCC;2023;86149;2023;PRD;478920;83261;;2023-12-07 00:00:00;2023-12-07 16:09:48;2023;OCC;81526;A
OCC;2022;84539;2022;PRD;452367;124204;;2023-02-24 00:00:00;2023-02-24 11:20:54;2022;OCC;84348;A
OCC;2023;67449;2023;PRD;332381;26296;;2023-09-13 00:00:00;2023-09-12 15:31:56;2021;OCA;65640;A
OCC;2023;70105;2023;PRD;347495;311990;;2023-09-22 00:00:00;2023-09-22 11:04:17;2021;OCA;65644;A
OCC;2023;67532;2023;PRD;332973;26296;;2023-09-12 00:00:00;2023-09-12 16:58:09;2021;OCA;65640;A
OCC;2023;66331;2023;PRD;317389;83261;;2023-09-06 00:00:00;2023-09-06 16:02:18;2021;OCA;65643;A
OCC;2023;75839;2023;PRD;383936;83261;;2023-10-19 00:00:00;2023-10-19 16:20:27;2021;OCA;65643;A
OCC;2024;66607;2024;PRD;464264;32321;;2025-01-17 00:00:00;2025-01-17 16:11:45;2021;OCA;65639;A
OCC;2023;71958;2023;PRD;353475;26296;;2023-09-28 00:00:00;2023-09-28 15:52:14;2021;OCA;65640;A
OCC;2023;79222;2023;PRD;417139;311990;;2023-11-07 00:00:00;2023-11-07 10:28:20;2021;OCA;65644;A
OCC;2023;68074;2023;PRD;338247;311990;;2023-09-14 00:00:00;2023-09-14 16:33:05;2021;OCA;65644;A
OCC;2024;54835;2024;PRD;395410;32321;;2024-11-07 00:00:00;2024-11-07 16:18:19;2023;OCA;76141;A
OCC;2023;69522;2023;PRD;344635;32118;;2023-09-20 00:00:00;2023-09-20 14:41:40;2021;OCA;65638;A
OCC;2023;69530;2023;PRD;344666;32118;;2023-09-20 00:00:00;2023-09-20 14:47:58;2021;OCA;65638;A
OCC;2025;27616;2025;PRD;116892;311990;;2025-04-29 00:00:00;2025-04-29 17:26:21;2023;OCA;76135;A
OCC;2025;22579;2025;PRD;77765;32118;;2025-03-26 00:00:00;2025-03-26 15:58:48;2021;OCA;65638;A
OCC;2025;24040;2025;PRD;97260;94546;;2025-04-08 00:00:00;2025-04-08 12:18:27;2021;OCA;65642;A
OCC;2025;29485;2025;PRD;130386;32118;;2025-05-13 00:00:00;2025-05-13 11:40:59;2023;OCA;76137;A
OCC;2024;69059;2024;PRD;469036;32879;;2025-02-12 00:00:00;2025-02-12 20:22:38;2023;OCA;76141;A
OCC;2024;69063;2024;PRD;469038;32879;;2025-02-13 00:00:00;2025-02-12 20:36:17;2023;OCA;76141;A
OCC;2024;69070;2024;PRD;469102;32879;;2025-02-13 00:00:00;2025-02-13 15:59:11;2023;OCA;76141;A
OCC;2023;67154;2023;PRD;327699;311990;;2023-09-11 00:00:00;2023-09-11 15:44:02;2021;OCA;65644;A
OCC;2024;66587;2024;PRD;464248;32321;;2025-01-17 00:00:00;2025-01-17 15:47:45;2021;OCA;65639;A
OCC;2024;68856;2024;PRD;468708;83261;;2025-02-07 00:00:00;2025-02-07 15:18:54;2021;OCA;65643;A
OCC;2024;67355;2024;PRD;465928;73551;;2025-01-24 00:00:00;2025-01-24 12:17:35;2023;OCA;76141;A
OCC;2024;67357;2024;PRD;465979;73551;;2025-01-24 00:00:00;2025-01-24 14:13:15;2023;OCA;76141;A
OCC;2024;67239;2024;PRD;465564;26296;;2025-01-22 00:00:00;2025-01-22 16:05:38;2023;OCA;76141;A
OCC;2024;67505;2024;PRD;466131;32879;;2025-01-27 00:00:00;2025-01-24 17:53:53;2023;OCA;76134;A
OCC;2024;66721;2024;PRD;464279;311990;;2025-01-17 00:00:00;2025-01-17 16:31:40;2021;OCA;65644;A
OCC;2024;66724;2024;PRD;464303;311990;;2025-01-17 00:00:00;2025-01-17 16:54:02;2021;OCA;65644;A
OCC;2024;68481;2024;PRD;468004;94546;;2025-01-31 00:00:00;2025-01-31 19:50:10;2021;OCA;65642;A
OCC;2024;67398;2024;PRD;465947;32118;;2025-01-24 00:00:00;2025-01-24 12:55:52;2023;OCA;76141;A
OCC;2024;69051;2024;PRD;469028;32118;;2025-02-12 00:00:00;2025-02-12 16:49:15;2023;OCA;76141;A
OCC;2024;68501;2024;PRD;468143;32118;;2025-02-03 00:00:00;2025-02-03 11:15:52;2021;OCA;65638;A
OCC;2024;68502;2024;PRD;468149;32118;;2025-02-03 00:00:00;2025-02-03 11:24:21;2021;OCA;65638;A
OCC;2024;64472;2024;PRD;459258;311990;;2025-01-08 00:00:00;2025-01-08 17:01:14;2021;OCA;65644;A
OCC;2024;66877;2024;PRD;464653;311990;;2025-01-20 00:00:00;2025-01-20 15:04:08;2023;OCA;76141;A
OCC;2021;38614;2021;PRD;212376;83261;;2021-07-21 00:00:00;2021-07-21 14:17:34;2019;OCC;29304;A
OCC;2023;46638;2023;PRD;192488;32321;;2023-06-15 00:00:00;2023-06-15 15:35:49;2021;OCA;65639;A
OCC;2023;50833;2023;PRD;216806;26296;;2023-07-04 00:00:00;2023-07-04 17:43:15;2021;OCA;65640;A
OCC;2021;72587;2021;PRD;406112;83261;;2021-12-30 00:00:00;2021-12-30 15:31:45;2019;OCC;29304;A
OCC;2022;67565;2022;PRD;366121;311990;;2022-11-04 00:00:00;2022-11-04 11:20:15;2021;OCA;65644;A
OCC;2022;81487;2022;PRD;446372;32321;;2023-01-18 00:00:00;2023-01-18 15:08:23;2021;OCA;65639;A
OCC;2022;71972;2022;PRD;396960;311990;;2022-12-02 00:00:00;2022-12-01 12:33:15;2022;OCC;66964;A
OCC;2022;76323;2022;PRD;448018;32879;;2023-01-24 00:00:00;2023-01-24 13:22:10;2021;OCC;32595;A
OCC;2022;76133;2022;PRD;447978;32885;;2023-01-27 00:00:00;2023-01-24 12:21:12;2021;OCC;32594;A
OCC;2022;84333;2022;PRD;452120;311990;;2023-02-17 00:00:00;2023-02-17 14:17:56;2021;OCA;65644;A
OCC;2022;82913;2022;PRD;449914;311990;;2023-01-31 00:00:00;2023-01-31 17:22:53;2021;OCA;65644;A
OCC;2023;34532;2023;PRD;125012;120202;;2023-04-25 00:00:00;2023-04-25 11:21:04;2021;OCA;65641;A
OCC;2023;34541;2023;PRD;125091;83261;;2023-04-25 00:00:00;2023-04-25 11:39:17;2021;OCA;65643;A
OCC;2023;38089;2023;PRD;145077;275932;;2023-05-10 00:00:00;2023-05-10 12:59:03;2021;OCA;65645;A
OCC;2023;43636;2023;PRD;169235;96905;;2023-06-01 00:00:00;2023-06-01 15:27:19;2011;OCC;10342;A
OCC;2023;33470;2023;PRD;119406;311990;;2023-04-20 00:00:00;2023-04-20 11:20:22;2021;OCA;65644;A
OCC;2023;39190;2023;PRD;152868;96905;;2023-05-15 00:00:00;2023-05-15 13:43:11;2011;OCC;10342;A
OCC;2023;93039;2023;PRD;501089;275932;;2024-03-20 00:00:00;2024-03-20 11:12:00;2021;OCA;65645;A
OCC;2023;92919;2023;PRD;500897;32118;;2024-03-15 00:00:00;2024-03-08 15:43:53;2021;OCA;65638;A
OCC;2023;92922;2023;PRD;500896;32118;;2024-03-08 00:00:00;2024-03-08 15:30:26;2021;OCA;65638;A
OCC;2023;93009;2023;PRD;501061;32879;;2024-03-18 00:00:00;2024-03-18 11:38:58;2023;OCA;28334;A
OCC;2023;93047;2023;PRD;501105;26296;;2024-03-20 00:00:00;2024-03-20 12:12:18;2021;OCA;65640;A
OCC;2023;92890;2023;PRD;500834;94546;;2024-03-07 00:00:00;2024-03-07 11:01:33;2021;OCA;65642;A
OCC;2023;92796;2023;PRD;500656;120202;;2024-03-04 00:00:00;2024-03-04 14:27:07;2021;OCA;65641;A
OCC;2025;35601;2025;PRD;180827;32879;;2025-06-18 00:00:00;2025-06-18 16:56:31;2023;OCA;76137;A
OCC;2025;35602;2025;PRD;180828;32879;;2025-06-19 00:00:00;2025-06-18 16:57:59;2023;OCA;76138;A
OCC;2025;35617;2025;PRD;180842;32879;;2025-06-18 00:00:00;2025-06-18 17:13:41;2023;OCA;76137;A
OCC;2024;49214;2024;PRD;362817;311990;;2024-10-04 00:00:00;2024-10-04 15:17:36;2021;OCA;65644;A
OCC;2023;84502;2023;PRD;462086;32321;;2023-12-04 00:00:00;2023-12-04 13:53:57;2021;OCA;65639;A
OCC;2023;86119;2023;PRD;478669;311990;;2023-12-07 00:00:00;2023-12-07 14:22:25;2021;OCA;65644;A
OCC;2024;53066;2024;PRD;385831;94546;;2024-10-25 00:00:00;2024-10-25 13:28:10;2023;OCA;76141;A
OCC;2024;53070;2024;PRD;385837;94546;;2024-10-25 00:00:00;2024-10-25 13:31:12;2023;OCA;76141;A
OCC;2024;52999;2024;PRD;385592;275932;;2024-10-25 00:00:00;2024-10-25 11:53:27;2021;OCA;65645;A
OCC;2024;52813;2024;PRD;384913;311990;;2024-10-24 00:00:00;2024-10-24 15:01:36;2021;OCA;65644;A
OCC;2024;50524;2024;PRD;374830;120202;;2024-10-14 00:00:00;2024-10-14 16:27:24;2021;OCA;65641;A
OCC;2024;54923;2024;PRD;396547;32118;;2024-11-08 00:00:00;2024-11-08 12:18:35;2021;OCA;65638;A
OCC;2024;58580;2024;PRD;426833;120202;;2024-12-04 00:00:00;2024-12-04 12:06:33;2023;OCA;76141;A
OCC;2024;55089;2024;PRD;397359;32879;;2024-11-08 00:00:00;2024-11-08 16:29:34;2023;OCA;76141;A
OCC;2024;57580;2024;PRD;419688;26296;;2024-11-28 00:00:00;2024-11-28 14:57:09;2021;OCA;65640;A
OCC;2024;55890;2024;PRD;405311;73551;;2024-11-15 00:00:00;2024-11-15 12:10:26;2023;OCA;76141;A
OCC;2024;55897;2024;PRD;405368;73551;;2024-11-15 00:00:00;2024-11-15 12:21:32;2023;OCA;76141;A
OCC;2024;55900;2024;PRD;405403;73551;;2024-11-15 00:00:00;2024-11-15 12:28:24;2023;OCA;76141;A
OCC;2024;68808;2024;PRD;468632;124204;;2025-02-07 00:00:00;2025-02-07 12:03:10;2024;OCC;68651;A
OCC;2022;84336;2022;PRD;452126;94546;;2023-02-17 00:00:00;2023-02-17 16:07:59;2021;OCA;65642;A
OCC;2024;47388;2024;PRD;337078;120202;;2024-09-20 00:00:00;2024-09-20 15:54:31;2021;OCA;65641;A
OCC;2024;47398;2024;PRD;337092;120202;;2024-09-20 00:00:00;2024-09-20 15:56:07;2021;OCA;65641;A
OCC;2024;34469;2024;PRD;244355;83261;;2024-07-04 00:00:00;2024-07-04 17:03:02;2023;OCA;76134;A
OCC;2024;46737;2024;PRD;329652;94546;;2024-09-18 00:00:00;2024-09-18 15:15:20;2021;OCA;65642;A
OCC;2024;39993;2024;PRD;279223;311990;;2024-08-05 00:00:00;2024-08-05 18:33:11;2023;OCA;76140;A
OCC;2022;82419;2022;PRD;448833;216656;;2023-01-27 00:00:00;2023-01-27 06:57:29;2019;OCA;43555;A
OCC;2022;85489;2022;PRD;453441;83261;;2023-03-01 00:00:00;2023-03-01 15:37:18;2022;OCC;85487;A
OCC;2022;84311;2022;PRD;452075;49584;;2023-02-16 00:00:00;2023-02-16 16:01:53;2022;OCC;84310;A
OCC;2022;85487;2022;PRD;453435;83261;;2023-03-01 00:00:00;2023-03-01 15:33:53;2022;OCC;48164;A
OCC;2024;46090;2024;PRD;322198;83261;;2024-09-16 00:00:00;2024-09-16 10:44:09;2023;OCA;76135;A
OCC;2024;41183;2024;PRD;290684;26296;;2024-08-12 00:00:00;2024-08-12 14:48:01;2024;OCC;34689;A
OCC;2023;51281;2023;PRD;246213;120202;;2023-07-20 00:00:00;2023-07-20 11:36:44;2021;OCB;17609;A
OCC;2022;46301;2022;PRD;234071;216656;;2022-07-26 00:00:00;2022-07-26 10:12:45;2019;OCA;43555;A
OCC;2022;39621;2022;PRD;175291;120202;;2022-06-13 00:00:00;2022-06-13 13:34:52;2019;OCB;11597;A
OCC;2022;49289;2022;PRD;238829;120202;;2022-07-29 00:00:00;2022-07-29 15:38:22;2019;OCB;11597;A
OCC;2024;2398;2024;PRD;1341;190651;;2024-01-23 00:00:00;2024-01-23 12:46:41;2016;OCC;21978;A
OCC;2023;92672;2023;PRD;500441;49584;;2024-02-27 00:00:00;2024-02-27 15:32:56;2023;OCC;85901;A
OCC;2023;68881;2023;PRD;342319;311990;;2023-09-19 00:00:00;2023-09-19 10:49:02;2021;OCA;65644;A
